SalePrice,date,id
1126851.6897468457,20180505,X14902
1056378.5940117114,20170225,14903
1146952.7668836757,20180505,X14903
1063084.9249009362,20160917,14904
1221241.981922051,20180505,X14904
966387.8852935076,20160730,14905
1136245.959924075,20180505,X14905
1065834.0893351685,20160428,14906
1267587.9130338416,20180505,X14906
1055353.200832883,20160119,14907
1269697.19482542,20180505,X14907
972080.7187548653,20151212,14908
1207759.3103687332,20180505,X14908
989286.6538816751,20151202,14910
1215852.4067464296,20180505,X14910
1048442.4392407032,20151024,14911
1290488.1541801132,20180505,X14911
1054473.1666986963,20151020,14912
1311387.915469038,20180505,X14912
1031291.2929822445,20150928,14913
1274550.2575693,20180505,X14913
1006990.0518502545,20150902,14914
1252047.5839420045,20180505,X14914
1032754.7672930217,20150801,14915
1285545.786737942,20180505,X14915
1131817.7349617954,20150613,14916
1424062.8457319157,20180505,X14916
955750.1311689249,20150418,14917
1183662.7670238228,20180505,X14917
1074926.1768587884,20141004,14919
1474553.701328594,20180505,X14919
1127961.6258855595,20141206,14938
1652566.6302444565,20180505,X14938
1043884.8788501895,20141118,14939
1406461.9607691644,20180505,X14939
1084294.8409249354,20140919,14940
1496848.6118647528,20180505,X14940
1117503.7633830043,20140517,14941
1576102.0400821797,20180505,X14941
1092104.3757153957,20140222,14943
1531744.713733255,20180505,X14943
965150.7545591434,20170228,14960
1031064.7911408286,20180505,X14960
1088463.9368975759,20170211,14961
1183577.4536029163,20180505,X14961
979765.2429531921,20140926,14963
1283077.8790198069,20180505,X14963
1021307.0671999991,20170318,14980
1098884.4349584926,20180505,X14980
1084327.539977204,20161014,14982
1247883.3347202546,20180505,X14982
1050298.8925687738,20161008,14983
1216250.100590963,20180505,X14983
1028782.3746667135,20161006,14984
1179809.4880860136,20180505,X14984
1022889.346658696,20151212,14985
1242340.4479016687,20180505,X14985
1103567.8998949416,20151017,14986
1377619.6021382464,20180505,X14986
955289.5979462896,20150730,14987
1158508.3949701327,20180505,X14987
1010041.0928554441,20150711,14988
1249573.239351392,20180505,X14988
969129.1895585428,20150616,14989
1232219.522615053,20180505,X14989
975560.8497065349,20141107,14990
1306939.5932510085,20180505,X14990
1187795.863376648,20171028,14995
1251614.8883646314,20180505,X14995
1205876.0994725528,20170429,14997
1290604.039762833,20180505,X14997
1122562.0230651244,20161127,14998
1294533.0530932364,20180505,X14998
1165745.246092418,20160430,14999
1383571.2656193562,20180505,X14999
1201425.1145373008,20160407,15000
1435205.89337048,20180505,X15000
1119973.4787690027,20160317,15002
1331308.89277737,20180505,X15002
1180931.7333253536,20151212,15003
1474528.6691582333,20180505,X15003
1218161.5619088374,20151205,15004
1532189.1262385026,20180505,X15004
1148717.1429461753,20151114,15005
1435746.2951583478,20180505,X15005
1122996.822294346,20150926,15006
1374673.855387889,20180505,X15006
1146709.620654599,20150314,15007
1467438.473889231,20180505,X15007
1235345.0403835075,20141206,15008
1692438.0509380158,20180505,X15008
1159746.280833161,20140526,15009
1620134.237824313,20180505,X15009
1112906.841623587,20170617,15014
1171319.8390036942,20180505,X15014
1154602.8922322977,20170401,15015
1223361.615500678,20180505,X15015
1089016.3463859195,20170527,15017
1145742.0917259639,20180505,X15017
1221542.1455439155,20170422,15018
1305322.882355719,20180505,X15018
1213873.4056694887,20170218,15019
1309347.1234984358,20180505,X15019
1117826.2089793182,20161029,15020
1286724.5314512132,20180505,X15020
1210273.4005617613,20161008,15021
1393602.3641956171,20180505,X15021
1098493.8749857394,20160909,15022
1247288.6060387294,20180505,X15022
1129065.9883947296,20160625,15023
1330541.1432454828,20180505,X15023
1065834.0893351685,20160428,15024
1267587.9130338416,20180505,X15024
1130738.2165510918,20151118,15025
1410130.70105343,20180505,X15025
1048442.4392407032,20151024,15026
1290488.1541801132,20180505,X15026
1197425.870880411,20150613,15027
1527791.4058679494,20180505,X15027
1131817.7349617954,20150613,15028
1424062.8457319157,20180505,X15028
1073487.2368049882,20150502,15029
1317543.591787735,20180505,X15029
1037529.1781471715,20141113,15030
1426526.5632330596,20180505,X15030
1026064.3522196123,20170322,15052
1086958.3561139244,20180505,X15052
1187608.3327589242,20140830,15053
1628770.3598015858,20180505,X15053
1161040.5317071937,20140614,15054
1588436.8603016548,20180505,X15054
1207592.1239509915,20160723,15072
1421525.8463998374,20180505,X15072
1171948.7808289665,20150808,15073
1473429.6051792658,20180505,X15073
1131501.3520567885,20170513,15075
1197407.763053304,20180505,X15075
1069937.132180589,20161126,15076
1206246.4213448598,20180505,X15076
1084327.539977204,20161014,15080
1247883.3347202546,20180505,X15080
1223020.7182706178,20160625,15081
1445001.2234160018,20180505,X15081
1075057.587071578,20160309,15082
1265343.6334019937,20180505,X15082
1022889.346658696,20151212,15083
1242340.4479016687,20180505,X15083
1000413.9927399034,20170527,15093
1048625.606079239,20180505,X15093
1114526.2411690042,20161211,15094
1254906.2977514088,20180505,X15094
1259592.2790095948,20161015,15095
1450941.8376566116,20180505,X15095
1170082.328554164,20160820,15096
1356401.9393035884,20180505,X15096
1201425.1145373008,20160407,15097
1435205.89337048,20180505,X15097
1211728.5433908913,20151114,15098
1506608.9976563037,20180505,X15098
1201289.6287419905,20151017,15099
1496853.4352887806,20180505,X15099
1113309.0169022277,20150905,15100
1382182.3426695596,20180505,X15100
1186839.2913704484,20150829,15101
1483123.3479601282,20180505,X15101
1190914.7630363712,20150725,15105
1493051.7568698525,20180505,X15105
1201713.9728687487,20170614,15107
1264916.2406470869,20180505,X15107
1198093.1030273247,20170603,15108
1261192.3263062295,20180505,X15108
1175152.8330367499,20170527,15109
1237282.7732728738,20180505,X15109
1213873.4056694887,20170218,15110
1309347.1234984358,20180505,X15110
1309499.3065684654,20160227,15112
1544954.465502224,20180505,X15112
1255687.7658729502,20151214,15113
1544815.1713133168,20180505,X15113
1130738.2165510918,20151118,15114
1410130.70105343,20180505,X15114
1238559.3327128529,20150919,15115
1545004.894901498,20180505,X15115
1225706.175978162,20150829,15116
1522294.4270093965,20180505,X15116
1043318.4893904617,20150711,15117
1272137.1073128784,20180505,X15117
1256242.195848991,20141121,15118
1685019.02399082,20180505,X15118
1140708.1959330856,20170513,15138
1209263.5239453379,20180505,X15138
1201830.0693788885,20150801,15139
1494818.8640002245,20180505,X15139
1140691.8360574397,20150829,15148
1428458.8454808455,20180505,X15148
1213338.675334424,20161126,15151
1396372.2150793308,20180505,X15151
1283661.5307636382,20160305,15152
1511294.4704006035,20180505,X15152
1239507.7574744308,20150411,15153
1558963.3891824873,20180505,X15153
1268378.6084366592,20150327,15154
1629109.252514137,20180505,X15154
1163325.8761004398,20141208,15155
1548026.038627107,20180505,X15155
1349478.5732264991,20170225,15165
1464886.4902782983,20180505,X15165
1244039.2291344006,20161203,15166
1408274.6433296755,20180505,X15166
1317797.162888753,20161015,15167
1510205.3513031893,20180505,X15167
1360634.9617616567,20160903,15168
1609236.4517125,20180505,X15168
1399366.4470973618,20160827,15169
1612381.160604487,20180505,X15169
1132955.3855210694,20160806,15170
1272501.9075053793,20180505,X15170
1287870.2270639753,20160312,15171
1513174.96917302,20180505,X15171
1321322.9580673773,20150704,15172
1631777.2823714241,20180505,X15172
1310779.480204425,20150613,15173
1668407.0214042368,20180505,X15173
1479347.007003661,20150328,15174
1840461.5265949145,20180505,X15174
1369364.0196151908,20150304,15175
1729168.3199355218,20180505,X15175
1361285.5100607362,20140531,15176
1863008.9781811042,20180505,X15176
1299887.8601986342,20170708,15183
1367103.1398644024,20180505,X15183
1312080.9913867828,20170624,15184
1380598.9020546174,20180505,X15184
1317677.284847201,20160730,15186
1551571.2588561485,20180505,X15186
1323339.8406456162,20160409,15187
1557419.4079140334,20180505,X15187
1333494.6631537129,20150926,15188
1625579.9961595752,20180505,X15188
1447154.0784395502,20170513,15197
1543071.6524006922,20180505,X15197
1356458.7178300067,20150718,15199
1664092.2141722685,20180505,X15199
1322810.6754342753,20141213,15200
1702532.9814197544,20180505,X15200
1235749.0955504617,20161112,15208
1393417.761579938,20180505,X15208
1330708.881791455,20170325,15211
1434880.5683832131,20180505,X15211
1231914.530945195,20161117,15212
1410434.4386546926,20180505,X15212
1337795.6681172547,20160430,15213
1587860.2828086198,20180505,X15213
1273977.897326478,20151017,15214
1582929.7372076467,20180505,X15214
1242570.15306048,20150502,15215
1554148.0973767973,20180505,X15215
1443299.5661574723,20170708,15223
1519122.1245478985,20180505,X15223
1440147.2723616397,20161203,15224
1629096.5815550592,20180505,X15224
1467513.2159166504,20161119,15225
1661635.367445492,20180505,X15225
1515940.3858124763,20150815,15226
1840836.4766869869,20180505,X15226
1319670.9087136837,20150523,15227
1603013.3344332573,20180505,X15227
1263381.813864057,20170429,15229
1320118.0292714657,20180505,X15229
1436277.129136445,20161230,15230
1625679.8052588087,20180505,X15230
1353667.1649188672,20170909,15231
1424242.8673293414,20180505,X15231
1344643.977034774,20151017,15234
1640790.8526758484,20180505,X15234
1177331.907888722,20150321,15235
1378481.001810408,20180505,X15235
1369714.2163726192,20170225,15248
1465481.1108358402,20180505,X15248
1286850.73534069,20170720,15250
1351741.8130432984,20180505,X15250
1462140.4058037067,20160430,15251
1730495.831271102,20180505,X15251
1674963.519877725,20171202,15256
1766033.9426838232,20180505,X15256
1495847.162415393,20170708,15258
1575212.9818344035,20180505,X15258
1432840.441257194,20151211,15266
1701577.5831852313,20180505,X15266
1358543.113887069,20151107,15267
1592603.3054788474,20180505,X15267
1358974.808644692,20141115,15268
1719587.8567982668,20180505,X15268
1572072.4917575952,20170506,15272
1672399.3543222537,20180505,X15272
1564684.5013763004,20170325,15275
1633243.7643567305,20180505,X15275
1664512.2006964444,20161112,15276
1858773.0774387438,20180505,X15276
1652222.8360885123,20161007,15277
1847325.8331745223,20180505,X15277
1553596.076433421,20151205,15278
1854915.694875501,20180505,X15278
1228163.0526768917,20161119,15282
1347909.828954175,20180505,X15282
1480407.0996943011,20161107,15283
1637367.8378639072,20180505,X15283
1717371.9646367112,20160609,15284
1937758.2828079073,20180505,X15284
1359766.7896161263,20151107,15285
1596678.8194582006,20180505,X15285
1521759.3743761536,20170715,15292
1597678.3414204556,20180505,X15292
1408671.8689813074,20170530,15293
1476279.9155217167,20180505,X15293
1686209.9753717596,20161202,15294
1878583.8633631116,20180505,X15294
1630814.8316521754,20161210,15297
1815598.61358494,20180505,X15297
1663723.2070092454,20161112,15298
1857900.587579115,20180505,X15298
1673071.645814739,20151128,15299
2033363.181676386,20180505,X15299
1678458.4935583149,20170624,15303
1763577.7700211818,20180505,X15303
1689192.835003964,20161202,15308
1879345.9196799938,20180505,X15308
1734159.03517764,20160917,15325
1883676.6643587537,20180505,X15325
1812043.0308708642,20170520,15327
1897956.6963923846,20180505,X15327
428933.24492281507,20170722,15427
455211.31003717816,20180505,X15427
352849.0059832409,20150808,15433
425820.60635295976,20180505,X15433
403659.764108823,20160819,15440
450603.1583180682,20180505,X15440
410606.1986632783,20160725,15442
488179.26877062785,20180505,X15442
359196.72916644136,20150120,15453
417472.43227062136,20180505,X15453
471312.6089420496,20170713,15556
500437.2768419757,20180505,X15556
425719.6057142622,20160222,15559
483985.6589114918,20180505,X15559
359196.72916644136,20150120,15576
417472.43227062136,20180505,X15576
391067.9560629865,20140415,15584
490475.4499460409,20180505,X15584
402520.53693548666,20151122,15672
487303.52951736207,20180505,X15672
440968.1210109813,20150908,15674
598659.0694138982,20180505,X15674
395749.9322674374,20140501,15675
539981.4616197894,20180505,X15675
438643.8462082804,20160802,15685
498265.7045497175,20180505,X15685
425719.6057142622,20160222,15686
483985.6589114918,20180505,X15686
490564.33778037986,20170210,15696
522532.3444616773,20180505,X15696
410858.2280371787,20161103,15698
468571.9387093359,20180505,X15698
441675.17763643153,20150630,15703
546658.356138961,20180505,X15703
424180.808303275,20140921,15710
551414.4324871252,20180505,X15710
414189.1912502783,20151208,15796
505736.4448282634,20180505,X15796
402520.53693548666,20151122,15798
487303.52951736207,20180505,X15798
439813.42556356377,20150718,15816
529406.1487389579,20180505,X15816
469480.14692042494,20140821,15838
632598.7262575765,20180505,X15838
539200.5476127047,20140318,15840
769838.8159873857,20180505,X15840
462487.4543322665,20140315,15841
611486.7517176927,20180505,X15841
476748.26820351026,20140208,15842
658271.2656721525,20180505,X15842
517654.70792843844,20140829,15909
724253.7649611952,20180505,X15909
507218.0882092158,20140726,15910
707282.3900815925,20180505,X15910
498401.57502729,20161206,15918
565246.4439090723,20180505,X15918
593746.6442765896,20141004,15923
801493.6433032196,20180505,X15923
525061.5121710729,20160721,15928
585291.0248636118,20180505,X15928
522872.49137154897,20150314,15934
645259.9663027031,20180505,X15934
503861.10292682674,20150224,15935
607350.4294398805,20180505,X15935
551497.2304899347,20140728,15938
742358.199471578,20180505,X15938
528219.9833380887,20140530,15940
715744.2576703861,20180505,X15940
514532.3683576701,20151128,16026
620849.644325374,20180505,X16026
499842.10087975924,20150725,16028
605085.3124804543,20180505,X16028
602881.7296786456,20160430,16048
692586.3014399069,20180505,X16048
596942.2761016953,20150912,16052
719376.2976720603,20180505,X16052
565737.1529118257,20141127,16056
732374.5218071468,20180505,X16056
568738.4693315012,20160413,16063
653837.4662418878,20180505,X16063
585231.4764694372,20151009,16066
700280.7055610901,20180505,X16066
545161.9113304886,20150228,16067
672144.4870987496,20180505,X16067
504045.08067123796,20150224,16068
607583.0329866619,20180505,X16068
524611.3112128801,20141124,16070
694243.5789466653,20180505,X16070
620768.1984013946,20140628,16073
814761.748757468,20180505,X16073
548419.4310116487,20140616,16074
723994.8461721126,20180505,X16074
588537.3275622077,20140509,16076
793141.6830635796,20180505,X16076
635488.9371519646,20140305,16077
875910.7615583661,20180505,X16077
573672.8644683912,20161127,16199
644959.7024016447,20180505,X16199
631732.897321811,20160801,16203
731769.9342585377,20180505,X16203
554728.9716168576,20141220,16206
722790.5680685468,20180505,X16206
611590.8711256235,20141018,16208
794670.0151485194,20180505,X16208
628956.2367326645,20140220,16212
929330.5350109724,20180505,X16212
673155.747770188,20170617,16226
710028.5607993398,20180505,X16226
573897.8517333673,20161112,16229
646625.3103610916,20180505,X16229
616758.219839332,20160928,16231
702393.016412395,20180505,X16231
656828.6281363373,20160827,16232
746192.2573156141,20180505,X16232
619503.1774492307,20160730,16233
698129.7775683897,20180505,X16233
602881.7296786456,20160430,16234
692586.3014399069,20180505,X16234
577661.7910224228,20160227,16236
666503.4649172063,20180505,X16236
596942.2761016953,20150912,16239
719376.2976720603,20180505,X16239
598602.302000988,20150808,16240
721264.6411993258,20180505,X16240
565737.1529118257,20141127,16243
732374.5218071468,20180505,X16243
588396.5350075717,20141107,16244
770329.6544133505,20180505,X16244
627118.5415383341,20150202,16250
761097.5659227208,20180505,X16250
681702.5757182455,20141214,16251
934118.6998863692,20180505,X16251
637348.191447636,20141122,16253
833007.0535487784,20180505,X16253
681838.3329426827,20140927,16256
909551.0178183833,20180505,X16256
653302.9836188549,20140707,16257
876959.4851764234,20180505,X16257
620768.1984013946,20140628,16258
814761.748757468,20180505,X16258
608814.4946477591,20140607,16259
804369.1449570429,20180505,X16259
676128.1609494196,20140531,16260
988760.9413879722,20180505,X16260
600073.5583920627,20140524,16263
818978.0832255279,20180505,X16263
640231.4052337968,20140405,16264
837610.9895067293,20180505,X16264
635488.9371519646,20140305,16266
875910.7615583661,20180505,X16266
718364.540263555,20140109,16267
1076357.0489958643,20180505,X16267
606003.3182276301,20161210,16343
683197.6375570142,20180505,X16343
567743.2282418244,20141115,16347
741549.1792023572,20180505,X16347
611590.8711256235,20141018,16349
794670.0151485194,20180505,X16349
674128.0974485986,20161119,16359
753136.4223350898,20180505,X16359
684967.4035373568,20160220,16363
777163.4292082229,20180505,X16363
704261.2740220363,20150919,16364
815370.05514458,20180505,X16364
638025.156720858,20150530,16366
773052.551991728,20180505,X16366
606052.566918437,20150316,16368
733980.4519573651,20180505,X16368
716648.5902802288,20150104,16369
895389.5818242062,20180505,X16369
655251.1800784402,20141025,16371
868829.0547739287,20180505,X16371
687929.2539703858,20170715,16374
725854.129262176,20180505,X16374
726448.6108657173,20170304,16376
783125.880821174,20180505,X16376
647080.7464441053,20170226,16377
704909.1320056445,20180505,X16377
619729.7509914465,20160917,16378
701082.3025302729,20180505,X16378
659227.888866342,20151211,16380
785329.4899172435,20180505,X16380
590829.7808473565,20151203,16381
694445.076743881,20180505,X16381
609971.8826936469,20150406,16384
718660.6359964715,20180505,X16384
622412.4997036505,20150211,16385
768015.9544006824,20180505,X16385
658121.5078242674,20140825,16389
881634.7204451539,20180505,X16389
680708.7851234237,20140619,16391
935597.0977360355,20180505,X16391
714684.7805235753,20140614,16392
999532.4464767842,20180505,X16392
748151.0425833334,20140510,16394
1078365.3253873596,20180505,X16394
685009.1754333791,20140505,16396
940447.2218239168,20180505,X16396
671521.5614743877,20170513,16458
707605.5804975234,20180505,X16458
657702.4172295436,20170318,16460
703202.1220896895,20180505,X16460
663823.245964197,20170106,16461
704021.0866097105,20180505,X16461
723021.0350491293,20160507,16463
811788.2422157539,20180505,X16463
667355.8518933564,20160227,16465
756294.6857365854,20180505,X16465
676768.2693300641,20160716,16483
757932.3937465596,20180505,X16483
684967.4035373568,20160220,16484
777163.4292082229,20180505,X16484
708090.7606918328,20151024,16485
871495.5164690776,20180505,X16485
685226.3606892795,20150617,16486
821651.3447795012,20180505,X16486
664378.3644161909,20150523,16487
780080.2781870324,20180505,X16487
712331.5529736038,20150225,16488
922276.7613947863,20180505,X16488
655251.1800784402,20141025,16493
868829.0547739287,20180505,X16493
721751.8222929653,20140823,16494
1015067.1176179828,20180505,X16494
703303.1430385333,20150211,16509
874958.2863997393,20180505,X16509
775248.3410687606,20150127,16510
1036004.595059944,20180505,X16510
757500.828154949,20140816,16511
1051454.9372532135,20180505,X16511
792866.6072129573,20140612,16512
1182558.9228715664,20180505,X16512
712657.0174853193,20140502,16513
943532.028645042,20180505,X16513
776452.9702460286,20140412,16514
1106075.3593213847,20180505,X16514
751658.0596315569,20140408,16515
1090292.1735880035,20180505,X16515
784787.3530750122,20170519,16563
831356.2142023068,20180505,X16563
617707.2107244654,20151107,16568
723560.952751548,20180505,X16568
655241.5579103929,20150418,16571
783817.5918055287,20180505,X16571
796223.251913831,20140830,16572
1147607.262485699,20180505,X16572
732403.731681074,20160820,16585
826338.4125028717,20180505,X16585
766393.8596171133,20160712,16586
880845.5164491758,20180505,X16586
785486.5180239221,20150407,16588
993592.4372556875,20180505,X16588
791739.0471549813,20160430,16593
912947.3365005631,20180505,X16593
704587.402759641,20151018,16594
832955.8579185657,20180505,X16594
792561.4668315268,20150923,16596
991574.5221408335,20180505,X16596
738962.0263719973,20150618,16597
910550.1258719129,20180505,X16597
825811.471398193,20141011,16598
1159864.0776332796,20180505,X16598
735931.3196170587,20140924,16599
1029989.4050519356,20180505,X16599
780888.9106587647,20140405,16602
1114006.1329123985,20180505,X16602
707399.8203619573,20170616,16641
745066.9162724252,20180505,X16641
784787.3530750122,20170519,16642
831356.2142023068,20180505,X16642
740206.6325311605,20170225,16643
774976.6809752287,20180505,X16643
766896.151421867,20150418,16646
962938.0181269153,20180505,X16646
810868.5450364286,20140308,16648
1150957.277295829,20180505,X16648
858753.9657651406,20150410,16658
1109466.302242805,20180505,X16658
739291.1402324383,20170324,16664
774919.3550091786,20180505,X16664
797891.6344527812,20140507,16670
1108661.8078849884,20180505,X16670
760969.3039182319,20160628,16704
859274.0331155361,20180505,X16704
879043.6550401874,20160220,16705
1057499.9885734692,20180505,X16705
802395.249886803,20150509,16706
970227.8040487509,20180505,X16706
790325.482450671,20140326,16709
1114139.0168275752,20180505,X16709
810256.3457489944,20140308,16710
1150127.243840307,20180505,X16710
814657.6818334294,20160910,16720
905616.4642744694,20180505,X16720
924601.6250288304,20160409,16722
1096913.2435567405,20180505,X16722
830792.1626825602,20151206,16723
1028130.9241706086,20180505,X16723
831422.0550469505,20171124,16731
873922.6459801387,20180505,X16731
811457.623364523,20150612,16735
984246.3149164444,20180505,X16735
856768.1838955665,20150328,16736
1134945.7408970585,20180505,X16736
893686.4512837214,20160820,16767
1022229.2832553888,20180505,X16767
921362.2061808686,20160506,16769
1097850.0185112238,20180505,X16769
830867.6234860029,20150926,16770
994309.4919804968,20180505,X16770
825801.0901853574,20150514,16771
1049430.6158303344,20180505,X16771
873115.1489708107,20150509,16772
1094175.9176860752,20180505,X16772
939850.0520669948,20141122,16773
1306247.9869912576,20180505,X16773
923924.3374255584,20160426,16776
1106779.1769760323,20180505,X16776
953238.0318724405,20140403,16780
1391339.8594547508,20180505,X16780
888591.7667899183,20160521,16798
1045765.3099867628,20180505,X16798
937722.5538732096,20170325,16801
994517.7984976022,20180505,X16801
878655.7493025434,20161215,16802
992245.4515607286,20180505,X16802
990104.6081776349,20180505,17098
990104.6081776349,20180505,X17098
477496.2376179945,20180507,17099
477490.51274218207,20180505,X17099
485892.23474373814,20180507,17100
485886.4122820651,20180505,X17100
